event_id,case_id,event_datetime,event_type,from_status,to_status,actor_role,automated_flag,queue_from,queue_to,waiting_reason
EVT-00003114,PFXC-000400,2026-05-15T10:12:12,Assignment,In Investigation,In Investigation,Operations,No,Customer Service,Payment Operations,None
EVT-00003115,PFXC-000400,2026-05-16T01:06:52,Assignment,In Investigation,In Investigation,Operations,No,Payment Operations,Technical Support,Technical Failure
EVT-00003116,PFXC-000400,2026-05-18T08:09:24,Decision,In Investigation,Pending Approval,Operations,No,Technical Support,Refund Approval,None
EVT-00003117,PFXC-000400,2026-05-18T08:23:24,Notification,Pending Approval,Pending Approval,System,Yes,Technical Support,Technical Support,None
EVT-00003118,PFXC-000400,2026-05-18T16:03:07,Closure,Pending Approval,Resolved,Operations,No,Technical Support,Technical Support,None
EVT-00003119,PFXC-000401,2025-10-22T05:57:28,Submission,,Submitted,Customer,No,,Customer Service,None
EVT-00003120,PFXC-000401,2025-10-22T08:10:00,Assignment,Submitted,In Triage,System,Yes,Customer Service,Payment Operations,None
EVT-00003121,PFXC-000401,2025-10-22T16:04:44,Evidence Request,In Triage,Awaiting Evidence,Operations,No,Payment Operations,Payment Operations,None
EVT-00003122,PFXC-000401,2025-10-25T09:00:32,Evidence Received,Awaiting Evidence,In Investigation,Customer,No,Payment Operations,Payment Operations,Customer
EVT-00003123,PFXC-000401,2025-10-26T00:42:36,Assignment,In Investigation,In Investigation,Operations,No,Payment Operations,Technical Support,Technical Failure
EVT-00003124,PFXC-000401,2025-10-26T04:45:49,Assignment,In Investigation,In Investigation,Operations,No,Technical Support,Payment Operations,None
EVT-00003125,PFXC-000401,2025-10-30T08:02:45,Decision,In Investigation,Pending Approval,Operations,No,Payment Operations,Payment Operations,None
EVT-00003126,PFXC-000401,2025-10-30T10:56:45,Notification,Pending Approval,Pending Approval,System,Yes,Payment Operations,Payment Operations,None
EVT-00003127,PFXC-000401,2025-10-30T15:26:05,Closure,Pending Approval,Rejected,Operations,No,Payment Operations,Payment Operations,None
EVT-00003128,PFXC-000402,2026-06-29T07:11:29,Submission,,Submitted,Customer,No,,Customer Service,None
EVT-00003129,PFXC-000402,2026-06-29T08:10:06,Assignment,Submitted,In Triage,System,Yes,Customer Service,Customer Service,None
EVT-00003130,PFXC-000402,2026-06-29T15:29:03,Review,In Triage,In Investigation,Payment Operations,No,Customer Service,Customer Service,None
EVT-00003131,PFXC-000402,2026-06-30T10:57:28,Assignment,In Investigation,In Investigation,Operations,No,Customer Service,Fraud Review,None
EVT-00003132,PFXC-000402,2026-07-01T04:12:42,Assignment,In Investigation,In Investigation,Operations,No,Fraud Review,Technical Support,Technical Failure
EVT-00003133,PFXC-000402,2026-07-01T16:52:05,Assignment,In Investigation,In Investigation,Operations,No,Technical Support,Technical Support,Technical Failure
EVT-00003134,PFXC-000402,2026-07-02T05:12:13,Assignment,In Investigation,In Investigation,Operations,No,Technical Support,Refund Approval,None
EVT-00003135,PFXC-000402,2026-07-02T23:40:50,Escalation,In Investigation,In Investigation,Operations,No,Refund Approval,Refund Approval,None
EVT-00003136,PFXC-000402,2026-07-07T12:07:48,Decision,In Investigation,Pending Approval,Operations,No,Refund Approval,Refund Approval,None
EVT-00003137,PFXC-000402,2026-07-07T14:06:48,Notification,Pending Approval,Pending Approval,System,Yes,Refund Approval,Refund Approval,None
EVT-00003138,PFXC-000402,2026-07-07T14:16:46,Closure,Pending Approval,Rejected,Operations,No,Refund Approval,Refund Approval,None
EVT-00003139,PFXC-000403,2026-05-19T15:47:47,Submission,,Submitted,Customer,No,,Customer Service,None
EVT-00003140,PFXC-000403,2026-05-19T22:33:31,Assignment,Submitted,In Triage,System,Yes,Customer Service,Technical Support,Technical Failure
EVT-00003141,PFXC-000403,2026-05-20T01:39:16,Review,In Triage,In Investigation,Payment Operations,No,Technical Support,Technical Support,None
EVT-00003142,PFXC-000403,2026-05-20T07:19:55,Assignment,In Investigation,In Investigation,Operations,No,Technical Support,Payment Operations,None
EVT-00003143,PFXC-000403,2026-05-20T20:49:49,Assignment,In Investigation,In Investigation,Operations,No,Payment Operations,Fraud Review,None
EVT-00003144,PFXC-000403,2026-05-21T03:11:04,Escalation,In Investigation,In Investigation,Operations,No,Fraud Review,Fraud Review,None
EVT-00003145,PFXC-000403,2026-05-24T02:34:09,Decision,In Investigation,Pending Approval,Operations,No,Fraud Review,Refund Approval,None
EVT-00003146,PFXC-000403,2026-05-24T03:15:09,Notification,Pending Approval,Pending Approval,System,Yes,Fraud Review,Fraud Review,None
EVT-00003147,PFXC-000403,2026-05-24T06:21:07,Closure,Pending Approval,Resolved,Operations,No,Fraud Review,Fraud Review,None
EVT-00003148,PFXC-000404,2025-09-28T11:08:23,Submission,,Submitted,Customer,No,,Customer Service,None
EVT-00003149,PFXC-000404,2025-09-28T17:02:49,Assignment,Submitted,In Triage,System,Yes,Customer Service,Refund Approval,None
EVT-00003150,PFXC-000404,2025-09-29T00:16:42,Evidence Request,In Triage,Awaiting Evidence,Operations,No,Refund Approval,Refund Approval,None
EVT-00003151,PFXC-000404,2025-09-29T10:00:02,Evidence Received,Awaiting Evidence,In Investigation,Customer,No,Refund Approval,Refund Approval,Customer
EVT-00003152,PFXC-000404,2025-09-29T21:02:49,Assignment,In Investigation,In Investigation,Operations,No,Refund Approval,Refund Approval,None
EVT-00003153,PFXC-000404,2025-10-04T16:15:22,Decision,In Investigation,Pending Approval,Operations,No,Refund Approval,Refund Approval,None
EVT-00003154,PFXC-000404,2025-10-04T17:06:22,Notification,Pending Approval,Pending Approval,System,Yes,Refund Approval,Refund Approval,None
EVT-00003155,PFXC-000404,2025-10-04T17:21:18,Closure,Pending Approval,Resolved,Operations,No,Refund Approval,Refund Approval,None
EVT-00003156,PFXC-000405,2025-10-17T17:17:12,Submission,,Submitted,Customer,No,,Customer Service,None
EVT-00003157,PFXC-000405,2025-10-17T22:33:11,Assignment,Submitted,In Triage,System,Yes,Customer Service,Customer Service,None
EVT-00003158,PFXC-000405,2025-10-18T10:09:29,Review,In Triage,In Investigation,Payment Operations,No,Customer Service,Customer Service,None
EVT-00003159,PFXC-000405,2025-10-18T23:35:17,Assignment,In Investigation,In Investigation,Operations,No,Customer Service,Technical Support,Technical Failure
EVT-00003160,PFXC-000405,2025-10-22T21:08:25,Decision,In Investigation,Pending Approval,Operations,No,Technical Support,Technical Support,None
EVT-00003161,PFXC-000405,2025-10-22T21:42:25,Notification,Pending Approval,Pending Approval,System,Yes,Technical Support,Technical Support,None
EVT-00003162,PFXC-000405,2025-10-22T23:09:42,Closure,Pending Approval,Rejected,Operations,No,Technical Support,Technical Support,None
EVT-00003163,PFXC-000406,2026-01-24T18:26:32,Submission,,Submitted,Customer,No,,Customer Service,None
EVT-00003164,PFXC-000406,2026-01-24T19:11:56,Assignment,Submitted,In Triage,System,Yes,Customer Service,Customer Service,None
EVT-00003165,PFXC-000406,2026-01-24T23:20:58,Evidence Request,In Triage,Awaiting Evidence,Operations,No,Customer Service,Customer Service,None
EVT-00003166,PFXC-000406,2026-01-26T11:31:18,Evidence Received,Awaiting Evidence,In Investigation,Customer,No,Customer Service,Customer Service,Customer
EVT-00003167,PFXC-000406,2026-01-27T06:25:40,Assignment,In Investigation,In Investigation,Operations,No,Customer Service,Payment Operations,None
EVT-00003168,PFXC-000406,2026-01-27T15:43:48,Escalation,In Investigation,In Investigation,Operations,No,Payment Operations,Payment Operations,None
EVT-00003169,PFXC-000406,2026-02-01T01:46:11,Decision,In Investigation,Pending Approval,Operations,No,Payment Operations,Payment Operations,None
EVT-00003170,PFXC-000406,2026-02-01T03:52:11,Notification,Pending Approval,Pending Approval,System,Yes,Payment Operations,Payment Operations,None
EVT-00003171,PFXC-000406,2026-02-01T06:15:55,Closure,Pending Approval,Rejected,Operations,No,Payment Operations,Payment Operations,None
EVT-00003172,PFXC-000407,2025-05-10T10:23:07,Submission,,Submitted,Customer,No,,Customer Service,None
EVT-00003173,PFXC-000407,2025-05-10T12:02:01,Assignment,Submitted,In Triage,System,Yes,Customer Service,Complaints,None
EVT-00003174,PFXC-000407,2025-05-10T19:42:54,Review,In Triage,In Investigation,Payment Operations,No,Complaints,Complaints,None
EVT-00003175,PFXC-000407,2025-05-11T03:01:48,Assignment,In Investigation,In Investigation,Operations,No,Complaints,Customer Service,None
EVT-00003176,PFXC-000407,2025-05-11T21:14:20,Assignment,In Investigation,In Investigation,Operations,No,Customer Service,Technical Support,Technical Failure
EVT-00003177,PFXC-000407,2025-05-12T16:40:39,Escalation,In Investigation,In Investigation,Operations,No,Technical Support,Technical Support,None
EVT-00003178,PFXC-000407,2025-05-15T08:28:14,Decision,In Investigation,Pending Approval,Operations,No,Technical Support,Technical Support,None
EVT-00003179,PFXC-000407,2025-05-15T09:13:14,Notification,Pending Approval,Pending Approval,System,Yes,Technical Support,Technical Support,None
EVT-00003180,PFXC-000407,2025-05-15T15:41:16,Closure,Pending Approval,Rejected,Operations,No,Technical Support,Technical Support,None
EVT-00003181,PFXC-000408,2025-04-14T13:30:14,Submission,,Submitted,Customer,No,,Customer Service,None
EVT-00003182,PFXC-000408,2025-04-14T14:24:30,Assignment,Submitted,In Triage,System,Yes,Customer Service,Technical Support,Technical Failure
EVT-00003183,PFXC-000408,2025-04-15T02:13:42,Review,In Triage,In Investigation,Payment Operations,No,Technical Support,Technical Support,None
EVT-00003184,PFXC-000408,2025-04-15T07:46:39,Assignment,In Investigation,In Investigation,Operations,No,Technical Support,Technical Support,Technical Failure
EVT-00003185,PFXC-000408,2025-04-18T15:00:51,Decision,In Investigation,Pending Approval,Operations,No,Technical Support,Technical Support,None
EVT-00003186,PFXC-000408,2025-04-18T17:40:51,Notification,Pending Approval,Pending Approval,System,Yes,Technical Support,Technical Support,None
EVT-00003187,PFXC-000408,2025-04-18T22:16:59,Closure,Pending Approval,Rejected,Operations,No,Technical Support,Technical Support,None
EVT-00003188,PFXC-000409,2026-03-20T10:41:08,Submission,,Submitted,Customer,No,,Customer Service,None
EVT-00003189,PFXC-000409,2026-03-20T18:37:48,Assignment,Submitted,In Triage,System,Yes,Customer Service,Payment Operations,None
EVT-00003190,PFXC-000409,2026-03-21T03:43:46,Evidence Request,In Triage,Awaiting Evidence,Operations,No,Payment Operations,Payment Operations,None
EVT-00003191,PFXC-000409,2026-03-22T14:13:11,Evidence Received,Awaiting Evidence,In Investigation,Customer,No,Payment Operations,Payment Operations,Customer
EVT-00003192,PFXC-000409,2026-03-22T20:10:19,Assignment,In Investigation,In Investigation,Operations,No,Payment Operations,Technical Support,Technical Failure
EVT-00003193,PFXC-000409,2026-03-25T01:30:46,Decision,In Investigation,Pending Approval,Operations,No,Technical Support,Refund Approval,None
EVT-00003194,PFXC-000409,2026-03-25T03:14:46,Notification,Pending Approval,Pending Approval,System,Yes,Technical Support,Technical Support,None
EVT-00003195,PFXC-000409,2026-03-25T07:51:17,Closure,Pending Approval,Resolved,Operations,No,Technical Support,Technical Support,None
EVT-00003196,PFXC-000410,2026-06-11T08:18:45,Submission,,Submitted,Customer,No,,Customer Service,None
EVT-00003197,PFXC-000410,2026-06-11T12:40:16,Assignment,Submitted,In Triage,System,Yes,Customer Service,Technical Support,Technical Failure
EVT-00003198,PFXC-000410,2026-06-11T17:14:05,Evidence Request,In Triage,Awaiting Evidence,Operations,No,Technical Support,Technical Support,None
EVT-00003199,PFXC-000410,2026-06-13T04:39:52,Evidence Received,Awaiting Evidence,In Investigation,Customer,No,Technical Support,Technical Support,Customer
EVT-00003200,PFXC-000410,2026-06-15T13:31:32,Decision,In Investigation,Pending Approval,Operations,No,Technical Support,Technical Support,None
EVT-00003201,PFXC-000410,2026-06-15T14:07:32,Notification,Pending Approval,Pending Approval,System,Yes,Technical Support,Technical Support,None
EVT-00003202,PFXC-000410,2026-06-15T18:48:54,Closure,Pending Approval,Rejected,Operations,No,Technical Support,Technical Support,None
EVT-00003203,PFXC-000411,2025-05-29T13:31:29,Submission,,Submitted,Customer,No,,Customer Service,None
EVT-00003204,PFXC-000411,2025-05-29T19:16:17,Assignment,Submitted,In Triage,System,Yes,Customer Service,Payment Operations,None
EVT-00003205,PFXC-000411,2025-05-29T22:55:46,Review,In Triage,In Investigation,Payment Operations,No,Payment Operations,Payment Operations,None
EVT-00003206,PFXC-000411,2025-05-30T02:12:08,Assignment,In Investigation,In Investigation,Operations,No,Payment Operations,Payment Operations,None
EVT-00003207,PFXC-000411,2025-06-01T03:42:41,Decision,In Investigation,Pending Approval,Operations,No,Payment Operations,Refund Approval,None
EVT-00003208,PFXC-000411,2025-06-01T06:08:41,Notification,Pending Approval,Pending Approval,System,Yes,Payment Operations,Payment Operations,None
EVT-00003209,PFXC-000411,2025-06-01T11:26:06,Closure,Pending Approval,Resolved,Operations,No,Payment Operations,Payment Operations,None
EVT-00003210,PFXC-000412,2025-07-19T21:09:40,Submission,,Submitted,Customer,No,,Customer Service,None
EVT-00003211,PFXC-000412,2025-07-19T22:00:19,Assignment,Submitted,In Triage,System,Yes,Customer Service,Payment Operations,None
EVT-00003212,PFXC-000412,2025-07-20T06:13:33,Evidence Request,In Triage,Awaiting Evidence,Operations,No,Payment Operations,Payment Operations,None
EVT-00003213,PFXC-000412,2025-07-21T19:12:41,Evidence Received,Awaiting Evidence,In Investigation,Customer,No,Payment Operations,Payment Operations,Customer
EVT-00003214,PFXC-000412,2025-07-22T04:20:48,Assignment,In Investigation,In Investigation,Operations,No,Payment Operations,Payment Operations,None
EVT-00003215,PFXC-000412,2025-07-23T12:37:19,Decision,In Investigation,Pending Approval,Operations,No,Payment Operations,Refund Approval,None
EVT-00003216,PFXC-000412,2025-07-23T13:48:19,Notification,Pending Approval,Pending Approval,System,Yes,Payment Operations,Payment Operations,None
EVT-00003217,PFXC-000412,2025-07-23T15:10:07,Closure,Pending Approval,Resolved,Operations,No,Payment Operations,Payment Operations,None
EVT-00003218,PFXC-000413,2026-01-24T15:22:19,Submission,,Submitted,Customer,No,,Customer Service,None
EVT-00003219,PFXC-000413,2026-01-24T17:07:03,Assignment,Submitted,In Triage,System,Yes,Customer Service,Customer Service,None
EVT-00003220,PFXC-000413,2026-01-25T05:05:50,Review,In Triage,In Investigation,Payment Operations,No,Customer Service,Customer Service,None
EVT-00003221,PFXC-000413,2026-01-25T12:22:29,Assignment,In Investigation,In Investigation,Operations,No,Customer Service,Technical Support,Technical Failure
EVT-00003222,PFXC-000413,2026-01-26T07:16:44,Assignment,In Investigation,In Investigation,Operations,No,Technical Support,Technical Support,Technical Failure
EVT-00003223,PFXC-000413,2026-01-26T20:54:09,Escalation,In Investigation,In Investigation,Operations,No,Technical Support,Technical Support,None
EVT-00003224,PFXC-000413,2026-01-28T03:57:57,Decision,In Investigation,Pending Approval,Operations,No,Technical Support,Technical Support,None
EVT-00003225,PFXC-000413,2026-01-28T05:21:57,Notification,Pending Approval,Pending Approval,System,Yes,Technical Support,Technical Support,None
EVT-00003226,PFXC-000413,2026-01-28T08:49:47,Closure,Pending Approval,Rejected,Operations,No,Technical Support,Technical Support,None
EVT-00003227,PFXC-000414,2026-01-10T06:31:00,Submission,,Submitted,Customer,No,,Customer Service,None
EVT-00003228,PFXC-000414,2026-01-10T08:18:33,Assignment,Submitted,In Triage,System,Yes,Customer Service,Payment Operations,None
EVT-00003229,PFXC-000414,2026-01-10T10:25:51,Evidence Request,In Triage,Awaiting Evidence,Operations,No,Payment Operations,Payment Operations,None
EVT-00003230,PFXC-000414,2026-01-11T01:35:35,Evidence Received,Awaiting Evidence,In Investigation,Customer,No,Payment Operations,Payment Operations,Customer
EVT-00003231,PFXC-000414,2026-01-11T17:30:26,Assignment,In Investigation,In Investigation,Operations,No,Payment Operations,Fraud Review,None
EVT-00003232,PFXC-000414,2026-01-12T11:39:22,Assignment,In Investigation,In Investigation,Operations,No,Fraud Review,Fraud Review,None
EVT-00003233,PFXC-000414,2026-01-12T22:18:46,Assignment,In Investigation,In Investigation,Operations,No,Fraud Review,Fraud Review,None
